sample_id,collection_date,dilution,name,site_name,sewershed_pop,Influenza_A_num_wells,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_lci,Influenza_A_gc_g_dry_weight_uci,Influenza_A_gc_g_dry_weight_pmmov,Influenza_A_gc_g_dry_weight_pmmov_lci,Influenza_A_gc_g_dry_weight_pmmov_uci,Influenza_A_gc_g_dry_weight_trimmed5,Influenza_A_gc_g_dry_weight_trimmed5_pmmov
"101-221102","2022-11-02",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,19710.222878350512,11918.61932646048,26059.706182817867,0.000015409725729530613,0.00000549929509997129,0.000025320156359089936,16227.231849573625,0.000009974634713311321
"101-221103","2022-11-03",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,21664.4605037037,16540.742212345678,26406.27931851852,0.000006714708893503953,0.000004334718837323212,0.000009094698949684693,23415.76034512918,0.000014651934095735895
"101-221108","2022-11-08",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,28872.597653333327,23585.135845925925,34897.733617777776,0.00002183136766417312,0.000014987548775534244,0.000028675186552811995,26282.514555534082,0.00002399706763614179
"101-221109","2022-11-09",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,5,44233.595683720945,37094.17165891473,52236.10604651164,0.000034750109514721636,0.000026684937655797933,0.00004281528137364534,26282.514555534082,0.0000263852144599954
"101-221110","2022-11-10",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,28310.48550956521,23676.50184347826,33513.55013565217,0.000043169673281915686,0.00003357334475428588,0.00005276600180954549,33805.55961553982,0.00003349798299924292
"101-221115","2022-11-15",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,20495.117931972785,15380.726378231288,25709.371178231286,0.000022574166201091438,0.000015949980861741336,0.00002919835154044154,55165.706403460055,0.000035992703116865414
"101-221116","2022-11-16",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,92953.038017094,82248.57363418803,104549.0004102564,0.000054599912596646266,0.00004090391618162275,0.00006829590901166978,58070.14661752838,0.00004260930414417362
"101-221117","2022-11-17",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,97503.2547106796,87801.70798187701,107205.57307443365,0.00003005832655395891,0.00002638576818122571,0.000033730884926692115,62456.10765878442,0.00005423925850468855
"101-221121","2022-11-21",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,52946.91632592592,44737.656918518514,62105.501140740744,0.00007805953636346046,0.000061686935970374,0.00009443213675654692,77034.29726867228,0.0000746841195262268
"101-221122","2022-11-22",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,41468.36863333333,35038.78911111111,48641.48961111111,0.00010600630605291153,0.00008435165489508801,0.00012766095721073505,60937.812358048744,0.00009181958401164855
"101-221123","2022-11-23",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,85202.93746299694,75051.176435474,96194.45683669725,0.00009139290961857368,0.00007794414875192354,0.00010484167048522383,60937.812358048744,0.00010270950831380483
"101-221129","2022-11-29",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,44663.583285223365,38067.65055120275,51981.1656467354,0.00011072930926992933,0.00008281607806434464,0.00013864254047551403,96277.30322718453,0.00013564752079730683
"101-221130","2022-11-30",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,248540.40834782599,230508.91489855072,266039.97275362315,0.00020021181482002016,0.00018220785663417368,0.00021821577300586663,164236.24491471876,0.0001670493570530097
"101-221201","2022-12-01",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,158965.3889333333,134222.7194,185877.83973333333,0.00019020694706907963,0.0001527355379918983,0.00022767835614626096,161737.28400670004,0.0002103479149478261
"101-221206","2022-12-06",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,266270.7076709957,226731.04027705628,305356.4096277057,0.00024062498295437853,0.00015864228115439625,0.0003226076847543608,161737.28400670004,0.0002103479149478261
"101-221207","2022-12-07",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,77706.05473894079,69322.13447975076,86740.99883862928,0.00026404389380451726,0.00022495632459088459,0.00030313146301814997,144923.16103849918,0.00021814103318205954
"101-221208","2022-12-08",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,68014.11257853107,47199.260040677975,84496.01319774012,0.00013600023692913937,0.00007732992956666158,0.00019467054429161715,143651.1885957008,0.0002045834285102864
"101-221213","2022-12-13",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,198098.03944322345,181924.36583150184,214273.64137728937,0.00022359116952272047,0.0002006779252181447,0.00024650441382729625,130686.27359932843,0.00017314189395217525
"101-221214","2022-12-14",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,155149.47160493824,142265.708345679,170701.7569382716,0.00014953413305376017,0.00012091480033498622,0.0001781534657725341,153675.6223095366,0.00014394491642098157
"101-221215","2022-12-15",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,159203.29445410625,141201.3602164251,176968.50535265697,0.00014630037928004517,0.00012649480126613566,0.0001661059572939547,153675.6223095366,0.00013422010055032894
"101-221220","2022-12-20",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,146674.10086956524,133810.54086956521,159538.87721739133,0.00009597742929211438,0.00008599901922416074,0.00010595583936006802,147536.5458207193,0.00011636786596311368
"101-221221","2022-12-21",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,140786.06498765433,126964.98509958848,155802.18903703702,0.00010682578931718149,0.00009133469325890951,0.00012231688537545345,113922.5951944806,0.0000972759848150178
"101-221222","2022-12-22",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,54307.61972622222,45777.142840888875,63838.91635199999,0.00008902473583575754,0.00006425913321830544,0.00011379033845320964,96345.65423866431,0.00009411422031502574
"101-221227","2022-12-27",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,41489.367393464054,34884.51203137255,48880.68616993465,0.00006533484956884553,0.000046953481275019236,0.00008371621786267181,63246.75504060089,0.00008390002707393613
"101-221228","2022-12-28",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,93943.27800211639,82280.74935873014,106660.87317671957,0.00009734049581720535,0.00008147023211437833,0.00011321075952003238,60527.809442708356,0.00007459936247426037
"101-221229","2022-12-29",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,31216.465766666664,25499.69322222222,37730.83952222222,0.0000037442877933278144,0.000002056038785508854,0.000005432536801146775,73739.69553467308,0.0000773712824680763
"101-230103","2023-01-03",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,85786.4412084388,73367.78279156117,97935.68059409283,0.00006943850201817805,0.00005611004940296182,0.00008276695463339428,75759.01138959247,0.00005684109520957041
"101-230104","2023-01-04",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,3,109432.43884175083,93432.41039730639,127615.40525252523,0.00009968984964648563,0.0000708732568247981,0.00012850644246817315,54850.07397777589,0.00003672860779230002
"101-230105","2023-01-05",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,3,47547.314958222225,35429.971484444446,59293.59011555554,9.516507850759229e-7,3.929337900715355e-7,0.0000015103677800803101,48460.506512824366,0.00004313467431329905
"101-230110","2023-01-10",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,12047.763371812078,9094.181741387025,14867.187343176733,0.00003700303356539419,0.00002697203767392924,0.000047034029456859136,27515.62482265511,0.000028319651266724687
"101-230111","2023-01-11",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,3,8337.507128888888,5112.470815604937,12698.320695308641,0.0000229624873563249,0.000006781063342216175,0.00003914391137043363,14859.539056117055,0.000022306404312945035
"101-230112","2023-01-12",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,3,22951.796137931033,14123.678206896551,30604.173397701146,0.000024993432878454984,0.000014900262801553337,0.00003508660295535663,14859.539056117055,0.000028319651266724687
"101-230117","2023-01-17",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,9579.057658608059,6537.337878974358,13397.695378754579,0.000018963292704055216,0.00000953352781418927,0.00002839305759392116,13887.234191773483,0.000022306404312945035
"101-230118","2023-01-18",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,29130.579476305218,24479.969439357425,33859.34484819277,0.00003867060847329302,0.00003093934443467676,0.00004640187251190928,13887.234191773483,0.000018805667747161564
"101-230119","2023-01-19",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,9130.848778781363,6259.130748100359,12770.806594982078,0.000012460277658974494,0.000007211335494397031,0.00001770921982355196,12665.534423449406,0.000015989665797680093
"101-230124","2023-01-24",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,0,0,0,0,0,0,11737.12320102269,0.000014998164034584968
"101-230125","2023-01-25",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,3,19286.6968329588,10723.417617977528,27399.506013483147,0.000016545427030010563,0.000008821253119595446,0.00002426960094042568,5308.224256703092,0.000009483021691248113
"101-230126","2023-01-26",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,6793.823991327913,4595.452207696477,9502.138224390244,0.00001598878741476984,0.000006768186444426658,0.000025209388385113026,2264.6079971093045,0.0000053295958049232805
"101-230131","2023-01-31",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,0,0,0,0,0,0,7175.06553424296,0.000008714682889628905
"101-230201","2023-02-01",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,0,0,0,0,0,0,2264.6079971093045,0.0000033850870847056248
"101-230202","2023-02-02",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,5,14731.372611400968,9339.793292367149,20604,0.000010155261254116875,0.0000046361042366757265,0.000015674418271558024,0,0
"101-230209","2023-02-09",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,0,0,0,0,0,0,0,0
"101-230214","2023-02-14",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,0,0,0,0,0,0,0,0
"101-230215","2023-02-15",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,0,0,0,0,0,0,0,0
"101-230216","2023-02-16",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,0,0,0,0,0,0,0,0
"101-230221","2023-02-21",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,0,0,0,0,0,0,0,0
"101-230222","2023-02-22",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,5,0,0,0,0,0,0,0,0
"101-230223","2023-02-23",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,6321.691609934641,3955.6641986928103,9292.998344575164,0.0000091750105580727,0.000004651606441657781,0.00001369841467448762,819.5162402614379,0.0000015447797024851115
"101-230228","2023-02-28",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,0,0,0,0,0,0,2926.7467769063182,0.0000025975136504237205
"101-230301","2023-03-01",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,2458.548720784314,1277.6176721568627,4209.075488627451,0.000004634339107455335,0.0000012335998502526424,0.000008035078364658028,4390.120165359477,0.0000038962704756355805
"101-230302","2023-03-02",1,"Vallejo, CA","Vallejo Flood and Wastewater District Wastewater Treatment Plant",121000,6,6913.708417641024,3970.166352410256,11043.037512205126,0.0000031582018438158267,0.00000122137799631764,0.000005095025691314013,2458.548720784314,0.0000031582018438158267
"90-220824","2022-08-24",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220826","2022-08-26",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220829","2022-08-29",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220831","2022-08-31",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220902","2022-09-02",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220905","2022-09-05",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220907","2022-09-07",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220909","2022-09-09",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220912","2022-09-12",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220914","2022-09-14",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220916","2022-09-16",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220919","2022-09-19",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220921","2022-09-21",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220923","2022-09-23",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220926","2022-09-26",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220928","2022-09-28",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-220930","2022-09-30",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-221003","2022-10-03",1,"Indio, CA","Valley Sanitary District",91765,5,0,0,0,0,0,0,0,0
"90-221005","2022-10-05",1,"Indio, CA","Valley Sanitary District",91765,5,0,0,0,0,0,0,0,0
"90-221007","2022-10-07",1,"Indio, CA","Valley Sanitary District",91765,6,5629.9616891666665,3389.3696966666666,9275.814516666667,0.0000029781370320932583,9.159018511619328e-7,0.000005040372213024583,1223.766914074074,2.4569435809301433e-7
"90-221010","2022-10-10",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,3100.420810462963,0.0000012384067021241005
"90-221012","2022-10-12",1,"Indio, CA","Valley Sanitary District",91765,6,3671.300742222222,2108.228537777778,5864.0460168888885,7.370830742790431e-7,2.7543968701360347e-7,0.0000011987264615444827,3594.840709662963,0.0000016173642643192007
"90-221014","2022-10-14",1,"Indio, CA","Valley Sanitary District",91765,6,6969.091503875969,4689.541898294574,9182.497513178294,0.000004667681337810268,0.000002013054493386116,0.00000732230818223442,4041.2173145660636,0.000001403253394426902
"90-221017","2022-10-17",1,"Indio, CA","Valley Sanitary District",91765,6,1483.2596975999998,450.65229135999994,2539.361914133333,0.0000011368726865853003,3.147242680324536e-7,0.000001959021105138147,6621.453487349703,0.0000027134528156039772
"90-221019","2022-10-19",1,"Indio, CA","Valley Sanitary District",91765,6,9223.96821595092,7042.707841308792,11815.487483026582,0.0000023358044224163627,0.0000015806926134632558,0.0000030909162313694695,8458.070780959948,0.000004124228772562299
"90-221021","2022-10-21",1,"Indio, CA","Valley Sanitary District",91765,6,14452.18114004474,11388.111971364653,18022.251339597315,0.000006007358457680303,0.000004155724180744016,0.00000785899273461659,10952.433993016204,0.000004570787812518976
"90-221024","2022-10-24",1,"Indio, CA","Valley Sanitary District",91765,6,9181.152623052958,6442.033612959502,12604.887237383175,0.000005369200557460264,0.0000032927987408094155,0.000007445602374111112,10952.433993016204,0.0000046817177788490035
"90-221026","2022-10-26",1,"Indio, CA","Valley Sanitary District",91765,6,29226.946768044072,24372.878483746554,35760.36458842975,0.000010438905379504733,0.000007749587456357034,0.000013128223302652431,12468.34258143525,0.000007271821464881766
"90-221028","2022-10-28",1,"Indio, CA","Valley Sanitary District",91765,6,4835.521146480187,3064.0416492307695,6916.2589963636365,0.0000026685943214064443,0.0000014769073427839806,0.000003860281300028908,14808.369817889596,0.000007321703344161957
"90-221031","2022-10-31",1,"Indio, CA","Valley Sanitary District",91765,6,13771.693981208053,10259.461884563758,17724.759359284115,0.00001095982739052754,0.000005915704520645209,0.000016003950260409872,21490.3011995533,0.000009185245621851047
"90-221102","2022-11-02",1,"Indio, CA","Valley Sanitary District",91765,6,21472.26284940778,17190.66536175973,25665.028245008452,0.0000061570040955208725,0.0000039531886428752745,0.00000836081954816647,22455.491085877027,0.000011173769172004143
"90-221104","2022-11-04",1,"Indio, CA","Valley Sanitary District",91765,6,32122.51642701525,26180.765985185186,39888.30300305011,0.000025012707447121304,0.00001140672662489878,0.00003861868826934383,30507.929205569773,0.000015543611360924627
"90-221107","2022-11-07",1,"Indio, CA","Valley Sanitary District",91765,6,37929.008340286295,33220.29504130879,43063.719577914104,0.000016404476029964014,0.000013066860881479333,0.000019742091178448694,45886.603769367175,0.000019960672918920776
"90-221109","2022-11-09",1,"Indio, CA","Valley Sanitary District",91765,6,77578.70472408758,65835.88314939172,86958.87361557178,0.00001926653066228233,0.00001528925235240771,0.00002324380897215695,56219.96810448908,0.000019960672918920776
"90-221111","2022-11-11",1,"Indio, CA","Valley Sanitary District",91765,6,67608.28654079999,59653.752644266664,76241.86706773333,0.000024211012064515984,0.000014722320517679015,0.000033699703611352955,69436.53356575618,0.000019960672918920776
"90-221114","2022-11-14",1,"Indio, CA","Valley Sanitary District",91765,6,63122.60943238095,56726.46295161904,69983.17897142858,0.00001527587504650059,0.000012757357308276545,0.000017794392784724636,78262.16489974366,0.00003215673021192298
"90-221116","2022-11-16",1,"Indio, CA","Valley Sanitary District",91765,6,134169.18540350877,118452.01361403508,151299.1587368421,0.000053793619316338344,0.00004635799563059037,0.00006122924300208631,75063.4663063654,0.000039466350737009705
"90-221118","2022-11-18",1,"Indio, CA","Valley Sanitary District",91765,6,89599.50343434341,74479.97006868686,106196.73098989896,0.00005299264790897064,0.00003676821759089241,0.00006921707822704886,90603.99848991388,0.000049327219820950495
"90-221121","2022-11-21",1,"Indio, CA","Valley Sanitary District",91765,4,67982.6089439528,54906.4174820059,79744.14769085545,0.00004119539223754249,0.000029160294451163117,0.00005323049002392186,111804.50916291727,0.00005456169130798954
"90-221123","2022-11-23",1,"Indio, CA","Valley Sanitary District",91765,6,114229.88309144542,103930.60559292034,124530.13956342182,0.000056898806698659644,0.000050852732753523406,0.00006294488064379588,95695.66332480346,0.00005036228228172426
"90-221125","2022-11-25",1,"Indio, CA","Valley Sanitary District",91765,6,131584.140962963,120139.42222222222,142631.07155555554,0.00007051052883527462,0.00006349798483562023,0.000077523072834929,109690.54250100999,0.00005540104496003724
"90-221128","2022-11-28",1,"Indio, CA","Valley Sanitary District",91765,6,83257.60344862155,74156.8543839599,91634.60218546365,0.00003372243912282529,0.000027244301535429776,0.0000402005767102208,129774.75501100055,0.00005651748045525121
"90-221130","2022-11-30",1,"Indio, CA","Valley Sanitary District",91765,6,155978.68157429717,142839.14833734935,168435.03164658634,0.00006810893594390957,0.000055523783322304526,0.0000806940885655146,119450.66179672594,0.0000496944763892562
"90-221202","2022-12-02",1,"Indio, CA","Valley Sanitary District",91765,6,143510.24097859327,131633.8635351682,156216.25100917433,0.00004454469872318444,0.000035563832938740426,0.000053525564507628454,98393.4622574376,0.00003823231078222811
"90-221205","2022-12-05",1,"Indio, CA","Valley Sanitary District",91765,6,38737.80144355555,32895.43999288888,45200.627648,0.000036429794500674594,0.000027224150172484476,0.00004563543882886471,83553.52825574896,0.0000360084991793447
"90-221207","2022-12-07",1,"Indio, CA","Valley Sanitary District",91765,6,68412.54234509803,56656.67384313725,83356.64227450981,0.000027051004314175067,0.000020040654057360014,0.00003406135457099012,47232.070940983445,0.000029167028453977236
"90-221209","2022-12-09",1,"Indio, CA","Valley Sanitary District",91765,6,34545.869034296724,29812.831179961464,39755.80468901734,0.000024020286547082043,0.000018582571808807355,0.00002945800128535673,33231.92508306738,0.00002191897075487239
"90-221212","2022-12-12",1,"Indio, CA","Valley Sanitary District",91765,6,26412.10477134986,21014.440815426995,32428.56280330578,0.000009429831297755781,0.000007051924592581879,0.000011807738002929683,27403.419777250336,0.0000175825476237297
"90-221214","2022-12-14",1,"Indio, CA","Valley Sanitary District",91765,6,20584.85537627119,16947.182336723166,24145.528647834275,0.000014685621403360066,0.00000730050357429822,0.00002207073923242191,22749.74855790849,0.000012719062540620946
"90-221216","2022-12-16",1,"Indio, CA","Valley Sanitary District",91765,6,21252.285526104417,17613.47031646586,25361.040032128512,0.000014041734920746993,0.000010283351701581508,0.000017800118139912477,21700.301014182183,0.000011175787681078344
"90-221219","2022-12-19",1,"Indio, CA","Valley Sanitary District",91765,6,19759.726252873563,14537.398841379309,24514.118832183907,0.000008015433396114378,0.000005574199032316449,0.000010456667759912308,21700.301014182183,0.000011784043341109233
"90-221221","2022-12-21",1,"Indio, CA","Valley Sanitary District",91765,6,23263.762140170937,18118.62603076923,28931.334488888886,0.00001005579682473226,0.000006690279283385052,0.000013421314366079469,23712.94399711824,0.000011532672694181863
"90-221223","2022-12-23",1,"Indio, CA","Valley Sanitary District",91765,6,26622.784325079363,21656.65399873016,32296.332099047613,0.000011254598277848447,0.000008333759484616835,0.000014175437071080058,23215.42423937462,0.000009775276166231695
"90-221226","2022-12-26",1,"Indio, CA","Valley Sanitary District",91765,6,50828.49889348658,43407.63383908047,59051.08981455939,0.00001328762297996488,0.000010752663961490353,0.000015822581998439407,21705.003336564914,0.000009320972486979368
"90-221228","2022-12-28",1,"Indio, CA","Valley Sanitary District",91765,6,6596.344104811593,4380.747545971014,9434.779482898548,0.0000028386376521910784,0.0000015065996263767482,0.000004170675678005409,22351.27624433862,0.000010282815019106876
"90-221230","2022-12-30",1,"Indio, CA","Valley Sanitary District",91765,6,15228.463544444443,11510.37878888889,19672.24478888889,0.0000066525223583573965,0.000004628196869359961,0.000008676847847354833,15675.796170916032,0.000007477494810554422
"90-230102","2023-01-02",1,"Indio, CA","Valley Sanitary District",91765,6,25202.58086349206,20102.913422222224,31100.594806349203,0.00001294132442111479,0.00000896768967626702,0.000016914959165962558,9518.84825818044,0.000003780058921490219
"90-230104","2023-01-04",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,8279.459289140004,0.0000031004345698452367
"90-230106","2023-01-06",1,"Indio, CA","Valley Sanitary District",91765,6,6731.7371252852845,4484.25396084084,9628.429789789789,0.000001849016753922182,0.0000010221153682049534,0.0000026759181396394107,4587.503345245826,9.096265144294177e-7
"90-230109","2023-01-09",1,"Indio, CA","Valley Sanitary District",91765,6,2878.1771976902883,937.3427997900262,5112.799446509186,7.997645972561316e-7,7.428901635089975e-8,0.0000015252401781613635,2343.5909701507308,2.93287596455357e-7
"90-230111","2023-01-11",1,"Indio, CA","Valley Sanitary District",91765,6,4152.595712761904,2669.4048015238086,6104.3818788571425,8.009819210993932e-8,3.884002851511818e-8,1.2135635570476046e-7,3225.582804954149,8.008949702747098e-7
"90-230113","2023-01-13",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,1841.3842340335148,2.93287596455357e-7
"90-230116","2023-01-16",1,"Indio, CA","Valley Sanitary District",91765,6,2645.975504410256,1375.016187897436,4529.954531282051,0.0000015228221214580586,2.757607805512342e-7,0.000002769883462364883,881.9918348034186,2.6699397369979773e-8
"90-230118","2023-01-18",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230120","2023-01-20",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230123","2023-01-23",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230125","2023-01-25",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230127","2023-01-27",1,"Indio, CA","Valley Sanitary District",91765,5,0,0,0,0,0,0,0,0
"90-230130","2023-01-30",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230201","2023-02-01",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230203","2023-02-03",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230206","2023-02-06",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230208","2023-02-08",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230210","2023-02-10",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230213","2023-02-13",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230215","2023-02-15",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230217","2023-02-17",1,"Indio, CA","Valley Sanitary District",91765,3,0,0,0,0,0,0,0,0
"90-230220","2023-02-20",1,"Indio, CA","Valley Sanitary District",91765,6,3784.670101333334,1062.9687875555558,7364.586989333334,9.952375218086523e-7,-4.1443928661564324e-8,0.000002031918972278869,0,0
"90-230222","2023-02-22",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230224","2023-02-24",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230227","2023-02-27",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230301","2023-03-01",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230303","2023-03-03",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"90-230306","2023-03-06",1,"Indio, CA","Valley Sanitary District",91765,6,0,0,0,0,0,0,0,0
"MER102021","2021-10-20",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER102121","2021-10-21",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER102221","2021-10-22",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER102321","2021-10-23",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER102421","2021-10-24",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER102521","2021-10-25",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER102621","2021-10-26",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER102721","2021-10-27",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER102821","2021-10-28",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER102921","2021-10-29",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER103021","2021-10-30",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
"MER103121","2021-10-31",1,"Merced, CA","Merced Wastewater Treatment Plant",91000,"","","","","","","","",""
